8/15/2004,1342.21,IQTR11276153,IQ33401,Private Company,IQ398784
9/29/2004,56.81,IQTR11901790,IQ11901738,Assets/Products,IQ3163092
9/28/2004,227.12,IQTR11810315,IQ28072,Private Company,IQ301667
8/20/2004,204.37,IQTR11340245,IQ11322780,Private Company,IQ655542
7/28/2004,922.63,IQTR10976683,IQ32347,Public Company,IQ263609
7/19/2004,2381.62,IQTR12169288,IQ9737491,Private Company,IQ6462903
9/8/2004,48.83,IQTR11540395,IQ31527,Private Company,IQ31839
8/17/2004,75.39,IQTR11275756,IQ11272713,Private Company,IQ308047
9/23/2004,169.08,IQTR11810771,IQ30819,Private Company,IQ1495607
9/9/2004,106.83,IQTR11519482,IQ125946,Private Company,IQ25100
9/23/2004,99.17,IQTR11791074,IQ1259647,Private Company,IQ162270
7/19/2004,80.46,IQTR45244382,IQ10877673,Private Company,-
7/1/2004,1277.85,IQTR10634744,IQ128449,Public Company,IQ91093
8/23/2004,36.5,IQTR12189393,IQ707679,Private Company,IQ6551082
9/10/2004,158.12,IQTR25130591,IQ25040,Private Company,IQ34235
9/14/2004,39.08,IQTR47479262,IQ24198,Private Company,IQ392794
8/10/2004,38.15,IQTR11172101,IQ8266796,Private Company,IQ301667
8/13/2004,422.79,IQTR11168563,IQ97426,Private Company,IQ28062
9/30/2004,84.5,IQTR11918994,IQ6701888,Private Company,IQ19143
8/26/2004,53.74,IQTR11419139,IQ11382380,Private Company,IQ596117
8/18/2004,65.02,IQTR11292965,IQ11292899,Assets/Products,IQ263232
7/26/2004,1001.31,IQTR10930177,IQ36146,Private Company,IQ671980
7/26/2004,1001.31,IQTR10930177,IQ36146,Private Company,IQ21915
9/20/2004,245.71,IQTR33945481,IQ8141878,Private Company,IQ671980
9/15/2004,42.48,IQTR11689442,IQ11689421,Private Company,IQ34783
9/15/2004,33.65,IQTR11750201,IQ516368,Private Company,IQ139126
9/13/2004,54.22,IQTR11669147,IQ29939,Private Company,IQ97023
8/27/2004,44.84,IQTR11669758,IQ11669714,Private Company,IQ107608
9/15/2004,134.28,IQTR11146430,IQ7389817,Private Company,IQ106611
8/2/2004,239.59,IQTR11071230,IQ11071204,Private Company,IQ281314
8/25/2004,89.28,IQTR11460030,IQ32673,Private Company,IQ288966
7/22/2004,122.18,IQTR10916144,IQ1681939,Private Company,IQ35644
7/31/2004,54.05,IQTR11517698,IQ26624,Private Company,IQ31348
7/6/2004,460.19,IQTR10213543,IQ121279,Private Company,IQ10213534
7/21/2004,294.37,IQTR10903981,IQ8084637,Private Company,IQ94614
7/13/2004,174.26,IQTR10779696,IQ36306,Private Company,IQ29364
7/19/2004,362.07,IQTR10635454,IQ6572087,Private Company,IQ30445259
8/2/2004,45.69,IQTR11037712,IQ31080,Private Company,IQ20801
8/2/2004,45.69,IQTR11037712,IQ31080,Private Company,IQ3133337
7/12/2004,107.14,IQTR10795252,IQ10795213,Assets/Products,IQ329083
7/29/2004,63.57,IQTR27307274,IQ4509424,Private Company,IQ30917499
7/28/2004,112.08,IQTR20800189,IQ4277195,Private Company,IQ4161445
7/28/2004,33.21,IQTR27079590,IQ24175123,Private Company,IQ6157625
7/6/2004,28.51,IQTR83730301,IQ137369,Public Company,IQ22107911
7/22/2004,129.51,IQTR10214012,IQ111210,Private Company,IQ764576
7/6/2004,44.8,IQTR10625104,IQ710056,Private Company,IQ9236490
5/29/2004,39.44,IQTR23396794,IQ4279678,Private Company,IQ4247578
6/24/2004,160.77,IQTR23833104,IQ596086,Public Company,IQ877135
6/23/2004,289.24,IQTR10459764,IQ686423,Private Company,IQ679567
6/28/2004,70.28,IQTR36217093,IQ4481238,Public Company,IQ879440
6/29/2004,828.97,IQTR10598967,IQ32702,Private Company,IQ10598911
6/14/2004,775.06,IQTR10345993,IQ319639,Private Company,IQ298754
5/14/2004,42.28,IQTR12109901,IQ7642070,Private Company,IQ407863
6/25/2004,510.69,IQTR23872370,IQ23872355,Assets/Products,IQ162270
6/7/2004,530.5,IQTR13375255,IQ2445974,Public Company,IQ882334
4/20/2004,27.79,IQTR47553078,IQ8728880,Private Company,IQ107637
4/20/2004,27.79,IQTR47553078,IQ8728880,Private Company,IQ793619
4/20/2004,100.67,IQTR9762438,IQ6857054,Assets/Products,IQ95777
4/13/2004,459.74,IQTR9663986,IQ9663942,Assets/Products,IQ275442
6/2/2004,25.25,IQTR11314232,IQ10201504,Private Company,IQ255743
6/22/2004,34.74,IQTR12648493,IQ4493491,Private Company,IQ879338
5/18/2004,2288.81,IQTR9979959,IQ26449,Private Company,IQ874491
5/11/2004,276.28,IQTR9919467,IQ1051211,Private Company,IQ1194838
6/10/2004,151.35,IQTR10253539,IQ1869343,Private Company,IQ339257
4/29/2004,27.67,IQTR9829826,IQ7756021,Private Company,IQ334594
6/2/2004,37.63,IQTR24211280,IQ24211211,Private Company,IQ4481199
5/20/2004,141.19,IQTR43573104,IQ175375,Private Company,IQ4481316
6/2/2004,281.67,IQTR11018673,IQ11018620,Assets/Products,IQ310518
5/27/2004,56.33,IQTR10109190,IQ10109174,Private Company,IQ10109181
5/12/2004,110.31,IQTR9952546,IQ29557,Public Company,IQ33868
4/26/2004,4888.06,IQTR9806167,IQ32587,Private Company,IQ104673
4/16/2004,47.36,IQTR9682656,IQ4840475,Private Company,IQ4030249
6/16/2004,213.54,IQTR10346970,IQ7913177,Private Company,IQ6468076
5/17/2004,383.32,IQTR9996785,IQ29612,Private Company,IQ307430
6/29/2004,33.27,IQTR28247844,IQ5908616,Private Company,IQ9248638
6/3/2004,52.23,IQTR10213027,IQ10080459,Private Company,IQ268053
5/24/2004,38.49,IQTR10078172,IQ702778,Private Company,IQ300035
6/30/2004,49.81,IQTR10392817,IQ6815642,Private Company,IQ2431181
5/17/2004,55.83,IQTR10877928,IQ10039155,Private Company,IQ4239588
4/28/2004,205.98,IQTR9806173,IQ31343,Private Company,IQ11463664
4/6/2004,28.63,IQTR12519265,IQ12519165,Private Company,IQ879338
6/29/2004,25,IQTR10637035,IQ2236294,Private Company,IQ20271
6/29/2004,25,IQTR10637035,IQ2236294,Private Company,IQ107608
5/26/2004,134.8,IQTR10080612,IQ10080593,Assets/Products,IQ1042855
5/22/2004,255.64,IQTR10090953,IQ10090921,Private Company,IQ18829
4/21/2004,378.9,IQTR9737168,IQ6385821,Assets/Products,IQ2433584
5/19/2004,1621.92,IQTR10006672,IQ248154,Private Company,IQ172207
5/5/2004,582.15,IQTR34212228,IQ105594,Private Company,IQ23307
5/5/2004,582.15,IQTR34212228,IQ105594,Private Company,IQ23350734
6/22/2004,37.15,IQTR10437245,IQ6509661,Private Company,IQ93831
6/10/2004,202.57,IQTR10286603,IQ29506,Private Company,IQ1789639
4/27/2004,44.97,IQTR9809743,IQ365530,Private Company,IQ647687563
4/2/2004,123.6,IQTR9648953,IQ9638648,Private Company,IQ294957
6/8/2004,150.68,IQTR10253761,IQ5477164,Private Company,IQ301667
6/4/2004,63.74,IQTR10195102,IQ28934,Private Company,IQ962022
6/2/2004,166.95,IQTR10131299,IQ36804,Private Company,IQ23219
5/24/2004,125.36,IQTR10039606,IQ4906694,Private Company,IQ33401
6/10/2004,31.99,IQTR9952487,IQ4593569,Private Company,IQ29554
6/1/2004,34.13,IQTR13073825,IQ523506,Private Company,IQ282005
5/28/2004,605.69,IQTR10157652,IQ4307524,Private Company,IQ317627
5/10/2004,64.5,IQTR9921067,IQ31885,Private Company,IQ113073
4/23/2004,39.31,IQTR9817473,IQ9794892,Assets/Products,IQ33420
4/14/2004,33.54,IQTR9616841,IQ9616831,Private Company,IQ4304695
5/31/2004,65.62,IQTR129527158,IQ129527048,Assets/Products,IQ4442847
5/28/2004,66.3,IQTR10116626,IQ10112493,Private Company,IQ19115
5/28/2004,31.7175,IQTR10125590,IQ131936,Private Company,IQ18733
5/28/2004,31.7175,IQTR10125590,IQ131936,Private Company,IQ19619
5/28/2004,31.7175,IQTR10125590,IQ131936,Private Company,IQ22187
5/28/2004,31.7175,IQTR10125590,IQ131936,Private Company,IQ23183
4/27/2004,82.81,IQTR9805181,IQ730029,Private Company,IQ29728
5/4/2004,41.34,IQTR24114986,IQ24114703,Assets/Products,IQ318668
4/20/2004,167.78,IQTR10018422,IQ25115,Private Company,IQ25605
5/12/2004,46.49,IQTR25329725,IQ20745020,Private Company,IQ503993
4/30/2004,39.46,IQTR11324048,IQ11323944,Private Company,IQ409298
5/17/2004,103.22,IQTR8379373,IQ1710563,Private Company,IQ21457
5/4/2004,59.22,IQTR9870153,IQ9870151,Assets/Products,IQ12070780
4/27/2004,25.6,IQTR23460773,IQ23460768,Private Company,IQ26655187
4/14/2004,29.85,IQTR9576696,IQ9547929,Private Company,IQ403605
2/24/2004,6346.8,IQTR12402121,IQ874200,Public Company,IQ874641
3/12/2004,161.97,IQTR10544625,IQ406706,Private Company,IQ19903
2/26/2004,963.05,IQTR9188246,IQ29747,Public Company,IQ346012
2/12/2004,35.1225,IQTR30517288,IQ26277,Private Company,IQ12190335
2/12/2004,35.1225,IQTR30517288,IQ26277,Private Company,IQ6678169
2/12/2004,35.1225,IQTR30517288,IQ26277,Private Company,IQ30517232
2/12/2004,35.1225,IQTR30517288,IQ26277,Private Company,IQ30517219
1/26/2004,58443.84,IQTR9819841,IQ325961,Public Company,IQ687130
3/20/2004,1247.34,IQTR9391779,IQ24758,Private Company,IQ23893
3/28/2004,1338.44,IQTR9495478,IQ35847,Private Company,IQ24816
3/17/2004,3247.12,IQTR9390410,IQ321218,Private Company,IQ28556
3/21/2004,108.52,IQTR9406048,IQ3160911,Public Company,IQ31675
3/10/2004,26.93,IQTR9282874,IQ163087,Private Company,IQ22233
3/7/2004,239.34,IQTR9256783,IQ127878,Private Company,IQ171116
1/9/2004,255,IQTR8402570,IQ131587822,Assets/Products,IQ339447
3/25/2004,127.885,IQTR9951076,IQ34781,Public Company,IQ22491
3/25/2004,127.885,IQTR9951076,IQ34781,Public Company,IQ128054
3/1/2004,84.38,IQTR9670631,IQ737582,Private Company,IQ18613
3/1/2004,84.38,IQTR9670631,IQ737582,Private Company,IQ18733
3/3/2004,40.11,IQTR9256741,IQ29285,Private Company,IQ9026347
3/29/2004,349.52,IQTR9495043,IQ9495031,Private Company,IQ265621
3/10/2004,80.13,IQTR9272238,IQ29426,Private Company,IQ36033
3/4/2004,176.41,IQTR9205990,IQ9205968,Private Company,IQ346012
3/30/2004,106.68,IQTR24084760,IQ24084744,Assets/Products,IQ685500
3/1/2004,40.53,IQTR9193750,IQ30666,Private Company,IQ9156356
3/1/2004,80.33,IQTR9206373,IQ9206363,Assets/Products,IQ741155
2/24/2004,147.01,IQTR9166676,IQ3642858,Private Company,IQ27247
1/19/2004,232.185,IQTR8538722,IQ6163392,Private Company,IQ128054
1/19/2004,232.185,IQTR8538722,IQ6163392,Private Company,IQ6998796
3/12/2004,81.39,IQTR9665294,IQ9283767,Private Company,IQ18829
3/10/2004,315.36,IQTR9280848,IQ24404,Private Company,IQ24884329
2/17/2004,37.58,IQTR8998370,IQ679132,Private Company,IQ29971
2/12/2004,575.82,IQTR34074587,IQ13701564,Private Company,IQ10969688
1/13/2004,983.93,IQTR8461963,IQ35503,Private Company,IQ247483
1/27/2004,79.05,IQTR8687286,IQ4276656,Private Company,IQ1600391
1/2/2004,270.73,IQTR8812430,IQ31883,Private Company,IQ37467
2/11/2004,62.39,IQTR8971046,IQ2840808,Private Company,IQ28556
3/8/2004,161.8,IQTR12416691,IQ12416678,Assets/Products,IQ359461
2/27/2004,196.03,IQTR9193302,IQ9170796,Private Company,IQ139677
1/20/2004,34.54,IQTR8573346,IQ289705,Private Company,IQ812679
3/26/2004,38.89,IQTR9665311,IQ9665297,Private Company,IQ21975
3/1/2004,312.14,IQTR9197017,IQ32250,Private Company,IQ27321
1/7/2004,44.98,IQTR8314330,IQ325801,Private Company,IQ366230
3/15/2004,147.63,IQTR12368089,IQ12368068,Private Company,IQ97461
